poi_id,address_id,poi_type,Point_of_interest_name,(No column name)
865,31824,CPARK,Bergin Park,FALSE
866,31825,CPARK,Charles Park,FALSE
867,31829,CPARK,Franklin Street Park,FALSE
868,31830,CPARK,Gibbons Park,FALSE
870,31832,CPARK,Linear Park,FALSE
871,31833,CPARK,Longfellow Park,FALSE
872,31834,CPARK,Lowell School Park,TRUE
873,31260,CPARK,McMath Park,FALSE
874,31835,CPARK,New Riverside Neighborhood Park,FALSE
875,31264,CPARK,Raymond Park,FALSE
876,31836,CPARK,Sennott Park,FALSE
877,64,CPARK,Thomas P. ONeill Jr. Muncipal Golf Course,FALSE
878,31272,CPARK,Tobin Field,FALSE
879,87,CPARK,William G. Maher Park,FALSE
880,31837,STATE,Lowell Park,FALSE
881,31838,STATE,Francis J. McCrehan Memorial Pool,FALSE
882,31839,STATE,Veterans Memorial Pool,FALSE
883,550,CSCHOOL,High School Extension Program,FALSE
884,31255,CPARK,Kemp Playground,FALSE
885,31840,CGARDN,Emily Garden,TRUE
886,31204,CPARK,Winter Street Park,FALSE
887,31841,CPLAZA,Lafayette Square,TRUE
888,31842,CPLAZA,Carl Barron Plaza,TRUE
889,31843,CGARDN,Fresh Pond Reservation / Parkway Community Garden,FALSE
890,31264,CGARDN,Corcoran Park Community Garden,FALSE
891,31844,CGARDN,Field of Dreams Community Garden,FALSE
892,31251,CGARDN,Sacramento Street Community Garden,FALSE
894,31845,CPLAZA,Porter Square,FALSE
895,31846,CPLAZA,Quincy Square,TRUE
896,31433,CPLAZA,Trolley Square Park,FALSE
897,31847,CGARDN,Whittemore Avenue Gardens,FALSE
898,27937,ORG,Cambridge Boat Club,FALSE
899,31848,CPARK,Donnelly Field,FALSE
900,31849,CGARDN,Green Street Neighborhood Garden,TRUE
901,31850,CPARK,George A. Kennedy Square,FALSE
902,31851,CGARDN,Peggy Hayes Memorial Garden,TRUE
904,31852,CPARK,Point Park,TRUE
906,31854,CPARK,Yerxa Road Underpass,TRUE
907,31855,CPARK,Loughrey Walkway,TRUE
908,87,CGARDN,William G. Maher Park Community Garden,FALSE
909,31260,CGARDN,McMath Park Community Garden,FALSE
910,31218,CGARDN,Squirrel Brand Park Community Garden,FALSE
911,31613,CPARK,Green Rose Heritage Park,FALSE
912,31613,CGARDN,Moore Street Community Garden,FALSE
914,31203,CGARDN,Costa Lopez Taylor Park Community Garden,FALSE
916,31823,CPARK,Alberico Park,FALSE
