"ID","ML","Location","LandArea","UseCode","UseDescription","TotalAppraisedLandValue","TotalAppraisedImprovements","TotalAppraisedParcelValue","BookPage","GrossArea","SaleDate","StyleDesc","Occupancy","AYBYrBuilt","BldgStories"
7290,"96-73","68 ALLSTON ST #2",0.00,"102","CONDOMINIUM",0,257100,257100," 42264/ 378",634.00,3/19/2004 0:00:00,"FLAT",,1903,
7291,"96-73","68 ALLSTON ST #3",0.00,"102","CONDOMINIUM",0,284700,284700," 44385/ 327",634.00,12/29/2004 0:00:00,"FLAT",,1903,
7292,"96-74","64 ALLSTON ST",2340.00,"199","CONDO-BLDG",0,0,0," 36529/ 209",4431.00,9/26/2002 0:00:00,,,1903,"3"
7293,"96-74","64-66 ALLSTON ST #1",0.00,"102","CONDOMINIUM",0,290700,290700," 36529/ 262",832.00,9/26/2002 0:00:00,"FLAT",,1920,
7294,"96-74","64-66 ALLSTON ST #2",0.00,"102","CONDOMINIUM",0,292300,292300," 36529/ 289",839.00,9/26/2002 0:00:00,"FLAT",,1920,
7295,"96-74","64-66 ALLSTON ST #3",0.00,"102","CONDOMINIUM",0,292500,292500," 36585/ 465",840.00,10/2/2002 0:00:00,"FLAT",,1920,
7296,"96-75","244 BROOKLINE ST",5146.99,"199","CONDO-BLDG",0,0,0,"/",10796.00,6/26/1987 0:00:00,,,0,"3"
7297,"96-75","246 BROOKLINE ST #246/1",0.00,"102","CONDOMINIUM",0,153400,153400," 45435/ 305",718.00,6/21/2006 0:00:00,"FLAT","FL",0,"1"
7298,"96-75","246 BROOKLINE ST #246/2",0.00,"102","CONDOMINIUM",0,167300,167300," 45435/ 309",748.00,6/21/2005 0:00:00,"FLAT","FL",0,"1"
7299,"96-75","244-250 BROOKLINE ST #246/3",0.00,"102","CONDOMINIUM",0,145100,145100," 45435/ 307",755.00,6/21/2005 0:00:00,"FLAT","FL",0,"1"
7300,"96-75","248 BROOKLINE ST #248/1",0.00,"102","CONDOMINIUM",0,131200,131200," 45435/ 308",527.00,6/21/2005 0:00:00,"FLAT","FL",0,"1"
7301,"96-75","248 BROOKLINE ST #248/2",0.00,"102","CONDOMINIUM",0,138800,138800," 45435/ 309",588.00,6/21/2005 0:00:00,"FLAT","FL",0,"1"
7302,"96-75","248 BROOKLINE ST #248/3",0.00,"102","CONDOMINIUM",0,135100,135100," 45435/ 310",588.00,6/21/2005 0:00:00,"APARTMENT","AP",0,"1"
7303,"96-75","250 BROOKLINE ST #250/1",0.00,"102","CONDOMINIUM",0,170000,170000," 45435/ 311",815.00,6/21/2005 0:00:00,"FLAT","FL",0,"1"
7304,"96-75","250 BROOKLINE ST #250/2",0.00,"102","CONDOMINIUM",0,175000,175000," 45435/ 312",854.00,6/21/2005 0:00:00,"FLAT","FL",0,"1"
7305,"96-75","250 BROOKLINE ST #250/3",0.00,"102","CONDOMINIUM",0,186400,186400," 45435/ 313",854.00,6/21/2005 0:00:00,"FLAT","FL",0,"1"
7306,"96-77","98 ALLSTON ST",1492.99,"199","CONDO-BLDG",0,0,0,"/",3770.00,1/1/1998 0:00:00,,,1903,"3.5"
7307,"96-77","98 ALLSTON ST #1",0.00,"102","CONDOMINIUM",0,247300,247300," 32405/ 273",633.00,2/23/2001 0:00:00,"FLAT","FL",1903,"0"
7308,"96-77","98 ALLSTON ST #2",0.00,"102","CONDOMINIUM",0,269400,269400," 27405/ 278",636.00,6/20/1997 0:00:00,"FLAT","FL",1903,"1"
7309,"96-77","98 ALLSTON ST #3",0.00,"102","CONDOMINIUM",0,396700,396700," 35481/ 438",1198.00,5/16/2002 0:00:00,"TWO-FLOORS","TW",1903,"2"
7310,"96-79","10 PETERS ST",4616.00,"930","Vacant City",161560,0,161560,"/",,1/1/1900 0:00:00,,,0,
7311,"96-81","PUTNAM AVE NS",320.00,"930","Vacant City",11200,0,11200,"/",0.00,1/1/1900 0:00:00,,,0,
7312,"96-84","55 CHESTNUT ST",5624.99,"199","CONDO-BLDG",0,0,0," 30579/ 461",4955.00,8/24/1999 0:00:00,,,1898,"0"
7313,"96-84","55 CHESTNUT ST #1",0.00,"102","CONDOMINIUM",0,340800,340800," 43629/  70",1070.00,8/31/2004 0:00:00,"FLAT",,1898,"0"
7314,"96-84","55 CHESTNUT ST #2",0.00,"102","CONDOMINIUM",0,468400,468400," 30969/ 203",1710.00,12/17/1999 0:00:00,"TWO-FLOORS","TW",1898,"2"
7315,"96-88","59 ALLSTON ST",4011.00,"199","CONDO-BLDG",354100,0,354100," 45554/ 338",4577.00,7/6/2005 0:00:00,,,1916,"3"
7316,"96-88","59 ALLSTON ST #1",0.00,"102","CONDOMINIUM",0,360300,360300," 51624/ 394",840.00,8/28/2008 0:00:00,"FLAT",,1916,
7317,"96-88","59 ALLSTON ST #2",0.00,"102","CONDOMINIUM",0,357900,357900," 46214/ 100",830.00,10/3/2005 0:00:00,"FLAT",,1916,
7318,"96-88","59 ALLSTON ST #3",0.00,"102","CONDOMINIUM",0,357900,357900," 51080/  43",830.00,4/24/2008 0:00:00,"FLAT",,1916,
7319,"96-89","63 ALLSTON ST",3553.99,"199","CONDO-BLDG",347500,0,347500," 43443/ 225",4653.00,8/6/2004 0:00:00,,,1916,"3"
7320,"96-89","63 ALLSTON ST #1",0.00,"102","CONDOMINIUM",0,317500,317500," 51644/ 511",850.00,9/3/2008 0:00:00,"FLAT",,1916,
7321,"96-89","63 ALLSTON ST #2",0.00,"102","CONDOMINIUM",0,296100,296100," 51833/  71",844.00,10/28/2008 0:00:00,"FLAT",,1916,
7322,"96-89","63 ALLSTON ST #3",0.00,"102","CONDOMINIUM",0,296100,296100," 51644/ 573",844.00,9/3/2008 0:00:00,"FLAT",,1916,
7323,"96-90","67 ALLSTON ST",3497.99,"105","THREE-FM-RES",353000,278700,631700," 40988/ 571",4689.00,9/24/2003 0:00:00,"DECKER","ST",1916,"3"
7324,"96-92","73 ALLSTON ST",3461.00,"199","CONDO-BLDG",0,0,0,"/",4686.00,3/11/1986 0:00:00,,,1916,"3"
7325,"96-92","73 ALLSTON ST #1",0.00,"102","CONDOMINIUM",0,297300,297300," 53449/ 117",834.00,8/26/2009 0:00:00,"FLAT","FL",1916,"1"
7326,"96-92","73 ALLSTON ST #2",0.00,"102","CONDOMINIUM",0,322900,322900," 53059/ 359",812.00,6/24/2009 0:00:00,"FLAT",,1916,"1"
7327,"96-92","73 ALLSTON ST #3",0.00,"102","CONDOMINIUM",0,336000,336000," 17852/ 196",940.00,2/9/1987 0:00:00,"FLAT","FL",1916,"1"
7328,"96-93","79 ALLSTON ST",3495.00,"105","THREE-FM-RES",352900,313700,666600," 29730/ 322",4392.00,1/29/1999 0:00:00,"DECKER","CB",1916,"3"
7329,"96-94","85 ALLSTON ST",3528.99,"105","THREE-FM-RES",353800,296600,650400," 25630/ 540",4476.00,10/18/1979 0:00:00,"DECKER","CB",1916,"3"
7330,"96-95","89 ALLSTON ST",3562.99,"105","THREE-FM-RES",354700,311600,666300," 30403/ 354",4416.00,7/9/1999 0:00:00,"DECKER","BK",1916,"3"
7331,"96-96","95 ALLSTON ST",4196.99,"199","CONDO-BLDG",0,0,0,"/",4464.00,1/1/1998 0:00:00,,,1916,"3"
7332,"96-96","95 ALLSTON ST #1",0.00,"102","CONDOMINIUM",0,292500,292500," 30829/ 583",895.00,11/3/1999 0:00:00,"FLAT","FL",1916,"1"
7333,"96-96","95 ALLSTON ST #2",0.00,"102","CONDOMINIUM",0,278800,278800,"/",828.00,5/1/1996 0:00:00,"FLAT",,1916,"1"
7334,"96-96","95 ALLSTON ST #3",0.00,"102","CONDOMINIUM",0,299200,299200," 17466/ 501",930.00,10/6/1986 0:00:00,"FLAT",,1916,"1"
7335,"96-98","60 HAMILTON ST",9321.00,"340","GEN-OFFICE",615200,1297000,1912200," 27637/ 256",10272.00,9/2/1997 0:00:00,"OFFICE","1",1925,"2"
7336,"96-99","92 ALLSTON ST",3319.99,"105","THREE-FM-RES",348400,426300,774700," 48968/ 599",4936.00,2/8/2007 0:00:00,"DECKER","CB",1916,"3"
7337,"96-100","88 ALLSTON ST",3322.00,"199","CONDO-BLDG",341600,0,341600," 47940/ 243",4827.00,8/4/2006 0:00:00,,,1916,"3"
7338,"96-100","88-90 ALLSTON ST #88",0.00,"102","CONDOMINIUM",0,394100,394100," 51836/ 584",1050.00,10/29/2008 0:00:00,"FLAT",,1916,
7339,"96-100","88-90 ALLSTON ST #90A",0.00,"102","CONDOMINIUM",0,436300,436300," 49480/ 520",1099.00,5/22/2007 0:00:00,"FLAT",,1916,
7340,"96-100","88-90 ALLSTON ST #90B",0.00,"102","CONDOMINIUM",0,410900,410900," 53954/ 401",1174.00,12/7/2009 0:00:00,"FLAT",,1916,
7341,"96-102","72 HAMILTON ST",11138.00,"112",">8-UNIT-APT",1360600,3675300,5035900," 51291/ 256",16434.00,6/10/2008 0:00:00,"APTS-LUXURY","11",1890,"3"
7342,"96-103","280 BROOKLINE ST",7071.99,"112",">8-UNIT-APT",1583800,1031500,2615300," 54799/ 350",23209.00,6/9/2010 0:00:00,"APARTMENTS","18",1920,"0"
7343,"96-104","561 PUTNAM AVE",2277.99,"105","THREE-FM-RES",315700,323500,639200," 11897/ 590",5492.00,9/30/1970 0:00:00,"DECKER","CB",1916,"3"
7344,"96-109","90 HAMILTON ST",10413.00,"340","GEN-OFFICE",618500,890700,1509200," 28517/ 491",7800.00,4/30/1998 0:00:00,"OFFICE","1",1890,"2"
7345,"96-110","84 HAMILTON ST",5699.99,"340","GEN-OFFICE",225700,362500,588200," 27801/ 310",3800.00,10/24/1997 0:00:00,"OFFICE","1",1890,"1"
7346,"96-111","20 PETERS ST",5126.99,"199","CONDO-BLDG",498400,0,498400," 55338/ 325",10317.00,9/9/2010 0:00:00,,,1903,"3"
7347,"96-111","20-22  PETERS ST  #20/1",0.00,"102","CONDOMINIUM",0,540500,540500," 57321/ 433",1682.00,8/19/2011 0:00:00,"APARTMENT",,1903,
7348,"96-111","20-22  PETERS ST  #20/2",0.00,"102","CONDOMINIUM",0,428600,428600," 57356/ 164",970.00,8/26/2011 0:00:00,"APARTMENT",,1903,
7349,"96-111","20-22  PETERS ST  #20/3",0.00,"102","CONDOMINIUM",0,468000,468000," 57422/ 578",1124.00,9/9/2011 0:00:00,"APARTMENT",,1903,
7350,"96-111","20-22  PETERS ST  #22/1",0.00,"102","CONDOMINIUM",0,541900,541900," 57148/ 199",1692.00,7/15/2011 0:00:00,"APARTMENT",,1903,
7351,"96-111","20-22  PETERS ST  #22/2",0.00,"102","CONDOMINIUM",0,429600,429600," 57147/ 189",974.00,7/15/2011 0:00:00,"APARTMENT",,1903,
7352,"96-111","20-22  PETERS ST  #22/3",0.00,"102","CONDOMINIUM",0,470600,470600," 57377/ 291",1134.00,8/31/2011 0:00:00,"APARTMENT",,1903,
7353,"96-112","18 PETERS ST",3255.00,"199","CONDO-BLDG",0,0,0,"/",5204.00,1/1/1998 0:00:00,,,1903,"3"
7354,"96-112","18 PETERS ST #1",0.00,"102","CONDOMINIUM",0,325500,325500," 43373/ 340",1117.00,7/26/2004 0:00:00,"FLAT","FL",1903,"1"
7355,"96-112","18 PETERS ST #2",0.00,"102","CONDOMINIUM",0,388200,388200," 49640/ 416",1080.00,6/20/2007 0:00:00,"FLAT",,1903,"1"
7356,"96-112","18 PETERS ST #3",0.00,"102","CONDOMINIUM",0,430100,430100," 54957/ 125",1314.00,7/7/2010 0:00:00,"FLAT","FL",1903,"2"
7357,"96-113","19 PETERS ST",3335.99,"199","CONDO-BLDG",0,0,0," 20787/ 211",5648.00,1/1/1900 0:00:00,,,1903,"3"
7358,"96-113","19 PETERS ST #1",0.00,"102","CONDOMINIUM",0,385700,385700," 51339/ 367",930.00,6/23/2008 0:00:00,"FLAT","FL",1903,"1"
7359,"96-113","19 PETERS ST #2",0.00,"102","CONDOMINIUM",0,385200,385200," 38183/ 567",928.00,3/5/2003 0:00:00,"FLAT","FL",1903,"1"
7360,"96-113","19 PETERS ST #3",0.00,"102","CONDOMINIUM",0,420400,420400," 24462/   4",1077.00,4/15/1994 0:00:00,"FLAT",,1903,"1"
7361,"96-114","17 PETERS ST",3332.99,"199","CONDO-BLDG",0,0,0,"/",5652.00,1/1/1998 0:00:00,,,1903,"3"
7362,"96-114","17 PETERS ST #1",0.00,"102","CONDOMINIUM",0,393400,393400," 53277/  97",963.00,7/27/2009 0:00:00,"FLAT",,1903,"1"
7363,"96-114","17 PETERS ST #2",0.00,"102","CONDOMINIUM",0,392300,392300," 28423/ 317",958.00,4/8/1998 0:00:00,"FLAT",,1903,"1"
7364,"96-114","17 PETERS ST #3",0.00,"102","CONDOMINIUM",0,392300,392300," 50393/  99",958.00,11/27/2007 0:00:00,"FLAT","FL",1903,"1"
7365,"96-115","230 BROOKLINE ST",2615.00,"105","THREE-FM-RES",323200,441900,765100," 56026/ 564",4612.00,12/10/2010 0:00:00,"DECKER","BK",1905,"3"
7366,"96-117","79 HAMILTON ST",11278.99,"400","MANUFACTURNG",632800,262900,895700," 13915/   4",10000.00,3/4/1980 0:00:00,"INDUST-MFCTR","2",1925,"1"
7367,"96-118","59 HAMILTON ST",11274.00,"130","RES-DEV-LAND",540400,0,540400," 22838/ 498",,1/19/1993 0:00:00,,,0,
7368,"96-120","566 PUTNAM AVE",5624.99,"111","4-8-UNIT-APT",397600,433700,831300," 49072/ 539",5354.00,3/2/2007 0:00:00,"MULT-RESDNCE","5",1890,"2.5"
7369,"96-121","262 BROOKLINE ST",7954.99,"326","EATING-ESTBL",378000,256700,634700," 22978/ 267",6762.00,9/29/1977 0:00:00,"RETAIL-STORE","3",1928,"1"
7370,"96-122","260 BROOKLINE ST",3525.99,"199","CONDO-BLDG",353700,0,353700," 22637/ 437",4609.00,11/20/1992 0:00:00,,,1854,"2.25"
7371,"96-122","260 BROOKLINE ST #1",0.00,"102","CONDOMINIUM",0,415000,415000," 47615/ 390",1461.00,6/13/2006 0:00:00,"FLAT",,1854,
7372,"96-122","260 BROOKLINE ST #2",0.00,"102","CONDOMINIUM",0,563200,563200," 35400/ 179",2537.00,5/2/2002 0:00:00,"TWO-FLOORS",,1854,
7373,"96-124","85 HAMILTON ST",10485.00,"340","GEN-OFFICE",565100,798900,1364000,"  1400/  86",8830.00,8/6/2011 0:00:00,"OFFICE","2",1937,"2"
7374,"96-126","80 ERIE ST",14541.99,"0340","MXD GEN-OFFICE",623900,1006900,1630800," 17749/ 503",13416.00,1/2/1987 0:00:00,"OFFICE","3",1930,"3"
7375,"96-127","100 ERIE ST",17958.99,"199","CONDO-BLDG",0,0,0,"  1206/  30",58704.00,11/19/1998 0:00:00,,,0,"0"
7376,"96-127","98-100 ERIE ST #1",0.00,"102","CONDOMINIUM",0,669200,669200,"   U81/ 183",1673.00,12/29/2003 0:00:00,"TOWNHOUSE",,0,"3"
7377,"96-127","98-100 ERIE ST #2",0.00,"102","CONDOMINIUM",0,583200,583200,"   U75/  14",1560.00,5/2/2002 0:00:00,"TOWNHOUSE",,0,"2"
7378,"96-127","98-100 ERIE ST #3",0.00,"102","CONDOMINIUM",0,725000,725000,"   U83/   4",2019.00,4/27/2004 0:00:00,"TOWNHOUSE","TT",0,"3"
7379,"96-127","98-100 ERIE ST #4",0.00,"102","CONDOMINIUM",0,383800,383800,"   U70/ 175",940.00,2/22/2001 0:00:00,"TOWNHOUSE",,0,"2"
7380,"96-127","98-100 ERIE ST #5",0.00,"102","CONDOMINIUM",0,703600,703600,"   112/  97",2061.00,6/28/2010 0:00:00,"TOWNHOUSE",,0,"3"
7381,"96-127","98-100 ERIE ST #6",0.00,"102","CONDOMINIUM",0,738200,738200,"    91/  50",2071.00,10/28/2005 0:00:00,"TOWNHOUSE","TT",0,"3"
7382,"96-127","98-100 ERIE ST #7",0.00,"102","CONDOMINIUM",0,742500,742500,"   U71/  17",2209.00,3/20/2001 0:00:00,"TOWNHOUSE",,0,"3"
7383,"96-127","98-100 ERIE ST #8",0.00,"102","CONDOMINIUM",0,508000,508000,"   U72/ 184",1307.00,8/31/2001 0:00:00,"TOWNHOUSE","AP",0,"2"
7384,"96-127","98-100 ERIE ST #9",0.00,"102","CONDOMINIUM",0,538100,538100,"   U71/  21",1371.00,3/22/2001 0:00:00,"TOWNHOUSE","TH",0,"2"
7385,"96-127","98-100 ERIE ST #10",0.00,"102","CONDOMINIUM",0,418700,418700,"   115/  32",985.00,3/29/2011 0:00:00,"TOWNHOUSE",,0,"2"
7386,"96-127","98-100 ERIE ST #11",0.00,"102","CONDOMINIUM",0,165000,165000,"   U71/  29",1301.00,3/29/2001 0:00:00,"TOWNHOUSE",,0,"2"
7387,"96-127","98-100 ERIE ST #12",0.00,"102","CONDOMINIUM",0,423300,423300,"   U70/ 189",983.00,2/28/2001 0:00:00,"TOWNHOUSE",,0,"2"
7388,"96-127","98-100 ERIE ST #13",0.00,"102","CONDOMINIUM",0,640800,640800,"   U72/ 120",1791.00,8/1/2001 0:00:00,"TOWNHOUSE",,0,"3"
7389,"96-127","98-100 ERIE ST #14",0.00,"102","CONDOMINIUM",0,165000,165000,"   U71/  51",963.00,4/3/2001 0:00:00,"TOWNHOUSE",,0,"2"
7390,"96-127","98-100 ERIE ST #15",0.00,"102","CONDOMINIUM",0,380400,380400,"    99/  14",857.00,4/30/2007 0:00:00,"TOWNHOUSE",,0,"2"
7391,"96-127","98-100 ERIE ST #16",0.00,"102","CONDOMINIUM",0,732000,732000,"   108/  10",2166.00,6/4/2009 0:00:00,"TOWNHOUSE",,0,"3"
7392,"96-128","296 BROOKLINE ST",2460.00,"104","TWO-FAM-RES",265100,256300,521400," 35929/ 103",3494.00,7/19/2002 0:00:00,"OLD STYLE TWO FAM","BK",1894,"2"
7393,"96-129","300 BROOKLINE ST",2540.00,"199","CONDO-BLDG",0,0,0," 13104/ 735",3674.00,12/3/1976 0:00:00,,,1894,"2"
7394,"96-129","298-300 BROOKLINE ST #1",0.00,"102","CONDOMINIUM",0,329100,329100," 36078/ 108",1013.00,8/7/2002 0:00:00,"FLAT",,1894,"1"
7395,"96-129","298-300 BROOKLINE ST #2",0.00,"102","CONDOMINIUM",0,368700,368700," 42061/ 429",1213.00,2/18/2004 0:00:00,"APARTMENT",,1894,"1"
7396,"96-130","64 HAMILTON ST",757.00,"101","SNGL-FAM-RES",231900,314100,546000," 48193/ 471",1884.00,9/20/2006 0:00:00,"CONVENTIONAL","CN",1930,"2"
7397,"96-131","1 FORT WASHINGTON PL",1603.00,"101","SNGL-FAM-RES",249100,222500,471600," 39223/ 201",2072.00,5/16/2003 0:00:00,"TOWNHSE-END","CN",1982,"3"
7398,"96-132","597 PUTNAM AVE",1466.00,"101","SNGL-FAM-RES",246800,277800,524600," 44927/ 441",2185.00,4/1/2005 0:00:00,"TOWNHSE-END","CN",1982,"3"
7399,"96-133","595 PUTNAM AVE",2134.00,"1014","SINGLE FAM W/AUXILIARY APT",259200,418300,677500," 49455/ 195",3570.00,5/16/2007 0:00:00,"TOWNHOUSE","CN",1905,"2.75"
7400,"96-134","593 PUTNAM AVE",2141.99,"199","CONDO-BLDG",0,0,0,"/",3570.00,9/27/1984 0:00:00,,,1984,"3"
7401,"96-134","593 PUTNAM AVE #A",0.00,"102","CONDOMINIUM",0,499100,499100," 58181/ 165",1338.00,12/28/2011 0:00:00,"TOWNHOUSE","TT",1984,"3"
7402,"96-134","593 PUTNAM AVE #B",0.00,"102","CONDOMINIUM",0,371700,371700," 43440/ 567",826.00,8/3/2004 0:00:00,"TOWNHOUSE","TT",1984,"2"
7403,"96-135","591 PUTNAM AVE",2135.99,"1014","SINGLE FAM W/AUXILIARY APT",259200,395800,655000," 50294/ 382",3570.00,10/31/2007 0:00:00,"TOWNHOUSE","CN",1905,"2.75"
7404,"96-136","589 PUTNAM AVE",2042.00,"1014","SINGLE FAM W/AUXILIARY APT",256400,410900,667300," 14672/ 303",3570.00,7/21/1982 0:00:00,"TOWNHOUSE","CN",1905,"2.75"
7405,"96-137","11 FORT WASHINGTON PL",1397.99,"101","SNGL-FAM-RES",245400,222000,467400," 29013/ 320",2030.00,8/25/1998 0:00:00,"TOWNHOUSE","CN",1982,"3"
7406,"96-138","587 PUTNAM AVE",1489.00,"101","SNGL-FAM-RES",247000,241300,488300," 53692/ 555",1982.00,10/19/2009 0:00:00,"TOWNHSE-END","CN",1982,"3"
7407,"96-139","2 FORT WASHINGTON PL",1330.00,"101","SNGL-FAM-RES",244000,269800,513800," 57040/ 597",1818.00,6/24/2011 0:00:00,"TOWNHSE-END","CN",1982,"3"
7408,"96-140","4 FORT WASHINGTON PL",1103.99,"101","SNGL-FAM-RES",239500,199900,439400," 57533/ 567",2032.00,9/28/2011 0:00:00,"TOWNHOUSE","CN",1982,"3"
7409,"96-141","6 FORT WASHINGTON PL",1103.99,"101","SNGL-FAM-RES",239500,206900,446400," 52443/ 493",2047.00,3/23/2009 0:00:00,"TOWNHOUSE","CN",1982,"2.75"
7410,"96-142","8 FORT WASHINGTON PL",1103.99,"101","SNGL-FAM-RES",239500,178000,417500," 54183/ 488",2032.00,1/21/2010 0:00:00,"TOWNHOUSE","CN",1982,"2.75"
7411,"96-143","10 FORT WASHINGTON PL",1103.99,"101","SNGL-FAM-RES",239500,178000,417500," 22135/ 119",2032.00,6/18/1992 0:00:00,"TOWNHOUSE","CN",1982,"2.75"
7412,"96-144","12 FORT WASHINGTON PL",1200.00,"101","SNGL-FAM-RES",240600,280100,520700," 55352/  34",2032.00,9/10/2010 0:00:00,"TOWNHOUSE","CN",1982,"2.75"
7413,"96-145","14 FORT WASHINGTON PL",1200.00,"101","SNGL-FAM-RES",240600,212200,452800," 50304/ 127",2032.00,11/1/2007 0:00:00,"TOWNHOUSE","CN",1982,"2.75"
7414,"96-146","16 FORT WASHINGTON PL",1662.00,"101","SNGL-FAM-RES",250000,213900,463900," 56135/   3",1910.00,12/22/2010 0:00:00,"TOWNHSE-END","CN",1982,"3"
7415,"96-147","65 CHESTNUT ST",4199.99,"101","SNGL-FAM-RES",328700,568500,897200," 51575/ 494",5727.00,8/15/2008 0:00:00,"VICTORIAN","CN",1880,"2.25"
7416,"96-148","65R CHESTNUT ST",4199.99,"9571","Charitable Svc",109200,134400,243600," 23902/ 489",3330.00,11/15/1993 0:00:00,"OTHER","CN",1880,
7417,"97-1","290 PEARL ST",2806.00,"101","SNGL-FAM-RES",329100,263400,592500," 45087/ 169",2160.00,4/29/2005 0:00:00,"CONVENTIONAL","BK",1873,"2"
7418,"97-4","280 PEARL ST",5800.00,"105","THREE-FM-RES",402300,278500,680800," 12188/ 389",4707.00,4/18/1972 0:00:00,"OLD STYLE THREE FAM","BK",1884,"2.5"
7419,"97-7","513 PUTNAM AVE",8956.00,"111","4-8-UNIT-APT",499200,596400,1095600," 18034/ 554",10443.00,3/14/1987 0:00:00,"MULT-RESDNCE","4",1910,"2.5"
7420,"97-10","21 ACORN ST",4494.99,"101","SNGL-FAM-RES",372700,252800,625500," 30999/  69",3142.00,12/28/1999 0:00:00,"CONVENTIONAL","CN",1920,"2"
7421,"97-11","23 ACORN ST",5772.99,"105","THREE-FM-RES",401700,529500,931200," 28912/ 035",5180.00,7/31/1998 0:00:00,"DUPLEX","BK",1969,"3"
7422,"97-12","125-127 CHESTNUT ST",5599.99,"199","CONDO-BLDG",0,0,0,"/",7602.00,1/1/1900 0:00:00,,,1920,"3"
7423,"97-12","125 CHESTNUT ST #1",0.00,"102","CONDOMINIUM",0,568100,568100," 42524/ 396",1737.00,4/16/2004 0:00:00,"FLAT","FL",1920,"1"
7424,"97-12","127 CHESTNUT ST #2",0.00,"102","CONDOMINIUM",0,568100,568100," 25534/ 459",1737.00,8/1/1995 0:00:00,"TWO-FLOORS","TW",1920,"2"
7425,"97-12","129 CHESTNUT ST #3",0.00,"102","CONDOMINIUM",0,568100,568100," 55249/ 546",1737.00,8/26/2010 0:00:00,"FLAT",,1920,"1"
7426,"97-13","133-135 CHESTNUT ST",5599.99,"199","CONDO-BLDG",0,0,0," 24113/ 380",6966.00,12/29/1993 0:00:00,,,1894,"3"
7427,"97-13","133-137 CHESTNUT ST #133",0.00,"102","CONDOMINIUM",0,593800,593800," 51143/  23",1741.00,5/6/2008 0:00:00,"TWO-FLOORS","TW",1894,"2"
7428,"97-13","133-137 CHESTNUT ST #135",0.00,"102","CONDOMINIUM",0,591100,591100," 43724/ 134",1773.00,9/16/2004 0:00:00,"FLAT","FL",1894,"1"
7429,"97-13","133-137 CHESTNUT ST #137",0.00,"102","CONDOMINIUM",0,533200,533200," 25758/ 523",1420.00,10/24/1995 0:00:00,"TWO-FLOORS","TW",1894,"2"
7430,"97-14","111 CHESTNUT ST",6510.99,"105","THREE-FM-RES",424300,447700,872000,"  7717/  97",4770.00,1/1/1900 0:00:00,"VICTORIAN","BK",1875,"2.5"
7431,"97-15","16 ACORN ST",5000.00,"104","TWO-FAM-RES",383800,385500,769300," 21247/ 125",4814.00,6/26/1991 0:00:00,"OLD STYLE TWO FAM","CB",1930,"2.5"
7432,"97-16","10 ACORN ST",5000.00,"101","SNGL-FAM-RES",383800,134900,518700," 12686/ 158",3216.00,8/16/1974 0:00:00,"CONVENTIONAL","BK",1873,"2"
7433,"97-18","533 PUTNAM AVE",4984.00,"0104","MXD TWO-FAM-RES",360300,450700,811000," 25918/ 487",3042.00,12/22/1995 0:00:00,"MULT-RESDNCE","2",1900,"3"
7434,"97-21","105 CHESTNUT ST",6510.99,"105","THREE-FM-RES",424300,577300,1001600," 52066/ 519",5681.00,1/9/2009 0:00:00,"VICTORIAN","BK",1875,"2.75"
7435,"97-23","256 PEARL ST",5000.00,"199","CONDO-BLDG",298600,0,298600," 37939/ 538",4072.00,2/7/2003 0:00:00,,,1873,"2"
7436,"97-23","254-256 PEARL ST #254",0.00,"102","CONDOMINIUM",0,633400,633400," 39551/ 182",2239.00,6/13/2003 0:00:00,"APARTMENT",,1905,
7437,"97-23","254-256 PEARL ST #256",0.00,"102","CONDOMINIUM",0,577600,577600," 56890/ 228",1962.00,5/23/2011 0:00:00,"TWO-FLOORS",,1905,
7438,"97-25","252 PEARL ST",4971.99,"104","TWO-FAM-RES",383100,264900,648000," 48108/ 395",3238.00,9/1/2006 0:00:00,"VICTORIAN","BK",1873,"2"
7439,"97-26","244 PEARL ST",5050.00,"104","TWO-FAM-RES",385000,298700,683700," 54516/  18",4229.00,4/8/2010 0:00:00,"VICTORIAN","BK",1872,"2"
7440,"97-27","238 PEARL ST",7874.99,"101","SNGL-FAM-RES",472100,513400,985500," 13975/ 277",4152.00,5/27/1980 0:00:00,"VICTORIAN","BK",1864,"2.5"
7441,"97-28","164-170 ALLSTON ST",10650.00,"111","4-8-UNIT-APT",526100,253700,779800," 32873/  64",8234.00,9/12/1983 0:00:00,"MULT-RESDNCE","4",1912,"2"
7442,"97-31","146 ALLSTON ST",11356.99,"105","THREE-FM-RES",542100,870000,1412100," 17305/ 189",9059.00,8/15/1985 0:00:00,"DUPLEX","BK",1886,"2.75"
7443,"97-32","251 BROOKLINE ST",25650.00,"933","Vacant Local Education",897750,0,897750,"/",0.00,1/1/1900 0:00:00,,,0,
7444,"97-34","267 BROOKLINE ST",6800.00,"0111","MXD 4-8-UNIT-APT",517300,395600,912900," 13533/ 457",9754.00,1/1/1900 0:00:00,"MIX NBHD CTR W/RES","6",1930,"2.75"
7445,"97-35","PUTNAM AVE NS",13649.99,"930","Vacant City",477750,0,477750,"/",,1/1/1900 0:00:00,,,0,
7446,"97-36","2 WESTACOTT CT",2758.99,"101","SNGL-FAM-RES",326700,164300,491000," 20416/ 524",2900.00,6/23/1982 0:00:00,"CONVENTIONAL","BK",1873,"2.25"
